id,type,nodetype,deep,parent_id,level,route,ida,levela,idb,levelb,value_a,value_b,value_c,value_d,sort
16560025,1,1,0,33390025,183,1,0,0,0,0,0.82,,,0.5,18
30210025,1,1,0,197500025,183,1,0,0,0,0,,,,,9
31290025,1,1,0,197500025,183,1,0,0,0,0,,,,,10
31770025,1,1,0,24100025,183,1,0,0,0,0,,,,,107
78840025,1,1,0,311380025,183,1,0,0,0,0,,,,,2
94200025,1,1,0,89790025,183,1,0,0,0,0,,,,,598
396320025,1,1,0,34830025,183,1,0,0,0,0,,,,,598
400430025,1,1,0,308550025,183,1,0,0,0,0,,,,,37
403260025,1,1,0,16090025,183,1,0,0,0,0,,,,,105
403340025,1,1,0,30990025,183,1,0,0,0,0,,,,,1205
414990025,1,1,0,179140025,183,1,0,0,0,0,,,,,7
419940025,1,1,0,308710025,183,1,0,0,0,0,,,,,5
421760025,1,1,0,65040025,183,1,0,0,0,0,,,,,1276
422180025,1,1,0,59050025,183,1,0,0,0,0,,,,,1
422390025,1,1,0,401890025,183,1,0,0,0,0,,,,,3
436470025,1,1,0,100025,183,1,0,0,0,0,,,,,77
436480025,1,1,0,324470025,183,1,0,0,0,0,,,,,198
436510025,1,1,0,100025,183,1,0,0,0,0,,,,,75
436940025,1,1,0,162650025,183,1,0,0,0,0,,,,,1
436970025,1,1,0,128450025,183,1,0,0,0,0,,,,,0
446680025,1,1,0,35380025,183,1,0,0,0,0,,,,,10
446690025,1,1,0,78100025,183,1,0,0,0,0,,,,,1468
447210025,1,1,0,58480025,183,1,0,0,0,0,,,,,6
447220025,1,1,0,48340025,183,1,0,0,0,0,,,,,343
447550025,1,1,0,306600025,183,1,0,0,0,0,,,,,34
447580025,1,1,0,306600025,183,1,0,0,0,0,,,,,35
459780025,1,1,0,24110025,183,1,0,0,0,0,,,,,1
459830025,1,1,0,385120025,183,1,0,0,0,0,,,,,0
463040025,1,1,0,65320025,183,1,0,0,0,0,,,,,471
464970025,1,1,0,67610025,183,1,0,0,0,0,,,,,1318
464980025,1,1,0,67610025,183,1,0,0,0,0,,,,,1319
464990025,1,1,0,67610025,183,1,0,0,0,0,,,,,1320
465220025,1,1,0,81920025,183,1,0,0,0,0,,,,,1
467640025,1,1,0,90810025,183,1,0,0,0,0,,,,,0
