id,type,nodetype,deep,parent_id,level,route,ida,levela,idb,levelb,value_a,value_b,value_c,value_d,sort
385970025,1,1,0,21660025,919,1,0,0,0,0,,,,,87
386820025,1,1,0,21450025,919,1,0,0,0,0,,,,,43
386830025,1,1,0,21450025,919,1,0,0,0,0,,,,,44
394600025,1,1,0,492830025,919,1,0,0,0,0,,,,,3
400370025,1,1,0,23670025,919,1,0,0,0,0,,,,,654
400380025,1,1,0,24080025,919,1,0,0,0,0,,,,,8
404280025,1,1,0,23460025,919,1,0,0,0,0,,,,,621
406900025,1,1,0,21790025,919,1,0,0,0,0,,,,,591
408530025,1,1,0,469020025,919,1,0,0,0,0,,,,,0
411720025,1,1,0,22980025,919,1,0,0,0,0,,,,,532
414270025,1,1,0,24080025,919,1,0,0,0,0,,,,,12
423980025,1,1,0,21790025,919,1,0,0,0,0,,,,,439
429540025,1,1,0,23940025,919,1,0,0,0,0,,,,,1
430500025,1,1,0,24090025,919,1,0,0,0,0,,,,,8
434010025,1,1,0,21790025,919,1,0,0,0,0,,,,,590
434970025,1,1,0,422350025,919,1,0,0,0,0,,,,,1
436500025,1,1,0,197440025,919,1,0,0,0,0,,,,,2
436660025,1,1,0,21790025,919,1,0,0,0,0,,,,,592
437800025,1,1,0,21790025,919,1,0,0,0,0,,,,,482
453150025,1,1,0,193510025,919,1,0,0,0,0,,,,,4
453160025,1,1,0,193510025,919,1,0,0,0,0,,,,,5
453170025,1,1,0,193510025,919,1,0,0,0,0,,,,,6
453180025,1,1,0,193510025,919,1,0,0,0,0,,,,,7
453190025,1,1,0,193520025,919,1,0,0,0,0,,,,,0
453200025,1,1,0,193520025,919,1,0,0,0,0,,,,,1
453210025,1,1,0,193540025,919,1,0,0,0,0,,,,,0
453230025,1,1,0,193520025,919,1,0,0,0,0,,,,,2
453300025,1,1,0,367000025,919,1,0,0,0,0,,,,,5
453320025,1,1,0,367040025,919,1,0,0,0,0,,,,,3
453330025,1,1,0,367040025,919,1,0,0,0,0,,,,,4
453340025,1,1,0,193550025,919,1,0,0,0,0,,,,,0
453350025,1,1,0,193550025,919,1,0,0,0,0,,,,,1
453360025,1,1,0,193550025,919,1,0,0,0,0,,,,,2
453370025,1,1,0,193560025,919,1,0,0,0,0,,,,,0
453380025,1,1,0,193560025,919,1,0,0,0,0,,,,,1
453390025,1,1,0,193570025,919,1,0,0,0,0,,,,,0
453400025,1,1,0,193570025,919,1,0,0,0,0,,,,,1
453480025,1,1,0,193590025,919,1,0,0,0,0,,,,,0
453510025,1,1,0,193600025,919,1,0,0,0,0,,,,,0
453520025,1,1,0,193600025,919,1,0,0,0,0,,,,,1
453530025,1,1,0,193600025,919,1,0,0,0,0,,,,,2
453560025,1,1,0,193610025,919,1,0,0,0,0,,,,,0
453610025,1,1,0,193620025,919,1,0,0,0,0,,,,,1
453620025,1,1,0,193620025,919,1,0,0,0,0,,,,,2
453710025,1,1,0,193430025,919,1,0,0,0,0,,,,,0
453720025,1,1,0,193430025,919,1,0,0,0,0,,,,,1
453730025,1,1,0,193430025,919,1,0,0,0,0,,,,,2
453860025,1,1,0,453850025,919,1,0,0,0,0,,,,,3
453870025,1,1,0,194270025,919,1,0,0,0,0,,,,,4
453880025,1,1,0,194270025,919,1,0,0,0,0,,,,,5
454610025,1,1,0,21790025,919,1,0,0,0,0,,,,,20
459440025,1,1,0,192750025,919,1,0,0,0,0,,,,,0
463360025,1,1,0,21790025,919,1,0,0,0,0,,,,,163
479120025,1,1,0,23460025,919,1,0,0,0,0,,,,,623
491920025,1,1,0,24090025,919,1,0,0,0,0,,,,,9
491930025,1,1,0,21520025,919,1,0,0,0,0,,,,,65
501390025,1,1,0,23460025,919,1,0,0,0,0,,,,,624
501550025,1,1,0,24090025,919,1,0,0,0,0,,,,,11
506140025,1,1,0,23460025,919,1,0,0,0,0,,,,,625
506710025,1,1,0,400890025,919,1,0,0,0,0,,,,,0
507160025,1,1,0,23810025,919,1,0,0,0,0,,,,,661
509800025,1,1,0,21790025,919,1,0,0,0,0,,,,,751
511340025,1,1,0,21850025,919,1,0,0,0,0,,,,,12
512170025,1,1,0,21520025,919,1,0,0,0,0,,,,,66
512300025,1,1,0,23550025,919,1,0,0,0,0,,,,,645
513010025,1,1,0,21790025,919,1,0,0,0,0,,,,,752
513180025,1,1,0,379550025,919,1,0,0,0,0,,,,,0
513190025,1,1,0,379550025,919,1,0,0,0,0,,,,,1
513200025,1,1,0,379550025,919,1,0,0,0,0,,,,,2
523360025,1,1,0,523350025,919,1,0,0,0,0,,,,,0
526590025,1,1,0,110025,919,1,0,0,0,0,,,,,1090
527420025,1,1,0,527400025,919,1,0,0,0,0,,,,,0
8930025,1,1,0,21790025,919,1,0,0,0,0,,,,,68
10200025,1,1,0,453390025,919,1,0,0,0,0,,,,,1
21480025,1,1,0,21460025,919,1,0,0,0,0,,,,,21
21490025,1,1,0,21460025,919,1,0,0,0,0,,,,,27
21500025,1,1,0,21460025,919,1,0,0,0,0,,,,,33
21530025,1,1,0,21520025,919,1,0,0,0,0,,,,,41
21540025,1,1,0,21520025,919,1,0,0,0,0,,,,,43
21550025,1,1,0,21520025,919,1,0,0,0,0,,,,,46
21560025,1,1,0,21520025,919,1,0,0,0,0,,,,,53
21570025,1,1,0,21520025,919,1,0,0,0,0,,,,,49
21580025,1,1,0,21520025,919,1,0,0,0,0,,,,,51
21590025,1,1,0,21520025,919,1,0,0,0,0,,,,,55
21600025,1,1,0,21520025,919,1,0,0,0,0,,,,,57
21610025,1,1,0,21520025,919,1,0,0,0,0,,,,,61
21620025,1,1,0,21520025,919,1,0,0,0,0,,,,,63
21640025,1,1,0,21630025,919,1,0,0,0,0,,,,,66
21650025,1,1,0,21630025,919,1,0,0,0,0,,,,,69
21670025,1,1,0,21660025,919,1,0,0,0,0,,,,,72
21680025,1,1,0,21660025,919,1,0,0,0,0,,,,,75
21690025,1,1,0,21660025,919,1,0,0,0,0,,,,,80
21700025,1,1,0,21660025,919,1,0,0,0,0,,,,,86
21720025,1,1,0,21710025,919,1,0,0,0,0,,,,,91
21730025,1,1,0,21710025,919,1,0,0,0,0,,,,,96
21740025,1,1,0,21710025,919,1,0,0,0,0,,,,,102
21750025,1,1,0,21710025,919,1,0,0,0,0,,,,,107
21760025,1,1,0,21710025,919,1,0,0,0,0,,,,,112
21770025,1,1,0,21710025,919,1,0,0,0,0,,,,,118
21780025,1,1,0,21710025,919,1,0,0,0,0,,,,,123
21800025,1,1,0,367000025,919,1,0,0,0,0,,,,,2
21810025,1,1,0,21790025,919,1,0,0,0,0,,,,,96
21820025,1,1,0,21790025,919,1,0,0,0,0,,,,,106
21830025,1,1,0,21790025,919,1,0,0,0,0,,,,,111
