id,type,nodetype,deep,parent_id,level,route,ida,levela,idb,levelb,value_a,value_b,value_c,value_d,sort
24530025,1,1,0,24520025,184,1,0,0,0,0,,,,,0
26660025,1,1,0,384630025,184,1,0,0,0,0,,,,,19
30270025,1,1,0,487680025,184,1,0,0,0,0,,,,,6
32230025,1,1,0,32240025,184,1,0,0,0,0,,,,,1323
32380025,1,1,0,356630025,184,1,0,0,0,0,,,,,10
32420025,1,1,0,356630025,184,1,0,0,0,0,0.66,,,0.5,31
35790025,1,1,0,446760025,184,1,0,0,0,0,,,,,1
36830025,1,1,0,36790025,184,1,0,0,0,0,,,,,1817
53940025,1,1,0,53880025,184,1,0,0,0,0,,,,,3190
172940025,1,1,0,19570025,184,1,0,0,0,0,0.5,,,0.5,178
328330025,1,1,0,356630025,184,1,0,0,0,0,,,,,9
337780025,1,1,0,32240025,184,1,0,0,0,0,,,,,1
362710025,1,1,0,58160025,184,1,0,0,0,0,,,,,3533
369800025,1,1,0,403280025,184,1,0,0,0,0,,,,,1
369810025,1,1,0,403280025,184,1,0,0,0,0,,,,,2
369820025,1,1,0,403280025,184,1,0,0,0,0,,,,,3
369830025,1,1,0,403280025,184,1,0,0,0,0,,,,,4
369850025,1,1,0,403280025,184,1,0,0,0,0,,,,,6
386970025,1,1,0,384630025,184,1,0,0,0,0,,,,,17
393900025,1,1,0,368350025,184,1,0,0,0,0,0.82,,,0.5,2
396220025,1,1,0,317330025,184,1,0,0,0,0,,,,,143
396700025,1,1,0,396830025,184,1,0,0,0,0,,,,,1
396850025,1,1,0,396830025,184,1,0,0,0,0,,,,,3
399650025,1,1,0,388630025,184,1,0,0,0,0,,,,,1
399660025,1,1,0,388630025,184,1,0,0,0,0,,,,,2
400770025,1,1,0,334590025,184,1,0,0,0,0,,,,,0
401750025,1,1,0,76720025,184,1,0,0,0,0,,,,,1443
401890025,1,1,0,401880025,184,1,0,0,0,0,,,,,0
401900025,1,1,0,401890025,184,1,0,0,0,0,,,,,0
401910025,1,1,0,401890025,184,1,0,0,0,0,,,,,1
401920025,1,1,0,401880025,184,1,0,0,0,0,,,,,1
401930025,1,1,0,401920025,184,1,0,0,0,0,,,,,0
401940025,1,1,0,401920025,184,1,0,0,0,0,,,,,1
401950025,1,1,0,401880025,184,1,0,0,0,0,,,,,2
402020025,1,1,0,402010025,184,1,0,0,0,0,,,,,0
402030025,1,1,0,402010025,184,1,0,0,0,0,,,,,1
402040025,1,1,0,402010025,184,1,0,0,0,0,,,,,2
402050025,1,1,0,402010025,184,1,0,0,0,0,,,,,3
402060025,1,1,0,402010025,184,1,0,0,0,0,,,,,4
402400025,1,1,0,80760025,184,1,0,0,0,0,,,,,1509
402410025,1,1,0,356850025,184,1,0,0,0,0,,,,,12
402560025,1,1,0,402520025,184,1,0,0,0,0,,,,,1
402570025,1,1,0,402520025,184,1,0,0,0,0,,,,,2
402580025,1,1,0,402520025,184,1,0,0,0,0,,,,,3
402590025,1,1,0,402540025,184,1,0,0,0,0,,,,,0
402600025,1,1,0,402540025,184,1,0,0,0,0,,,,,1
402610025,1,1,0,402540025,184,1,0,0,0,0,,,,,2
402680025,1,1,0,388010025,184,1,0,0,0,0,,,,,1
402690025,1,1,0,53570025,184,1,0,0,0,0,,,,,3170
403130025,1,1,0,402510025,184,1,0,0,0,0,,,,,1
403140025,1,1,0,402530025,184,1,0,0,0,0,,,,,0
403160025,1,1,0,402550025,184,1,0,0,0,0,,,,,0
403210025,1,1,0,23960025,184,1,0,0,0,0,,,,,802
403220025,1,1,0,23960025,184,1,0,0,0,0,,,,,803
403230025,1,1,0,61700025,184,1,0,0,0,0,,,,,14
403240025,1,1,0,58050025,184,1,0,0,0,0,,,,,3534
403290025,1,1,0,24780025,184,1,0,0,0,0,,,,,4
403350025,1,1,0,29820025,184,1,0,0,0,0,,,,,1001
403360025,1,1,0,403350025,184,1,0,0,0,0,,,,,0
403390025,1,1,0,29820025,184,1,0,0,0,0,,,,,1002
403410025,1,1,0,29820025,184,1,0,0,0,0,,,,,1004
403420025,1,1,0,29820025,184,1,0,0,0,0,,,,,1005
403430025,1,1,0,29820025,184,1,0,0,0,0,,,,,1006
403440025,1,1,0,29820025,184,1,0,0,0,0,,,,,1007
403450025,1,1,0,44640025,184,1,0,0,0,0,,,,,6
403460025,1,1,0,430000025,184,1,0,0,0,0,,,,,9
403590025,1,1,0,354800025,184,1,0,0,0,0,,,,,6
403970025,1,1,0,403960025,184,1,0,0,0,0,,,,,0
403980025,1,1,0,403960025,184,1,0,0,0,0,,,,,1
404020025,1,1,0,403960025,184,1,0,0,0,0,,,,,5
404070025,1,1,0,403960025,184,1,0,0,0,0,,,,,10
404080025,1,1,0,403960025,184,1,0,0,0,0,,,,,11
404090025,1,1,0,403960025,184,1,0,0,0,0,,,,,12
404160025,1,1,0,54740025,184,1,0,0,0,0,,,,,3271
404250025,1,1,0,404240025,184,1,0,0,0,0,,,,,0
404270025,1,1,0,404240025,184,1,0,0,0,0,,,,,2
404490025,1,1,0,25100025,184,1,0,0,0,0,,,,,0
404870025,1,1,0,23960025,184,1,0,0,0,0,,,,,806
408850025,1,1,0,420480025,184,1,0,0,0,0,,,,,1
408910025,1,1,0,52170025,184,1,0,0,0,0,,,,,3056
408920025,1,1,0,408910025,184,1,0,0,0,0,,,,,0
408930025,1,1,0,52230025,184,1,0,0,0,0,,,,,0
409010025,1,1,0,52230025,184,1,0,0,0,0,,,,,1
409020025,1,1,0,52220025,184,1,0,0,0,0,,,,,3057
409990025,1,1,0,313310025,184,1,0,0,0,0,,,,,63
411120025,1,1,0,81920025,184,1,0,0,0,0,,,,,0
411130025,1,1,0,411150025,184,1,0,0,0,0,,,,,1
411140025,1,1,0,411150025,184,1,0,0,0,0,,,,,2
411160025,1,1,0,411150025,184,1,0,0,0,0,,,,,3
411170025,1,1,0,411150025,184,1,0,0,0,0,,,,,4
411190025,1,1,0,411180025,184,1,0,0,0,0,,,,,0
411210025,1,1,0,411180025,184,1,0,0,0,0,,,,,2
411240025,1,1,0,411220025,184,1,0,0,0,0,,,,,0
411250025,1,1,0,411220025,184,1,0,0,0,0,,,,,1
411280025,1,1,0,411270025,184,1,0,0,0,0,,,,,0
411490025,1,1,0,410930025,184,1,0,0,0,0,,,,,5
412320025,1,1,0,58870025,184,1,0,0,0,0,,,,,0
412350025,1,1,0,58870025,184,1,0,0,0,0,,,,,3
412360025,1,1,0,412330025,184,1,0,0,0,0,,,,,0
412370025,1,1,0,412330025,184,1,0,0,0,0,,,,,1
412380025,1,1,0,412330025,184,1,0,0,0,0,,,,,2
412390025,1,1,0,58870025,184,1,0,0,0,0,,,,,4
412820025,1,1,0,467030025,184,1,0,0,0,0,,,,,2
412880025,1,1,0,51860025,184,1,0,0,0,0,,,,,3037
412890025,1,1,0,77160025,184,1,0,0,0,0,,,,,5102
412900025,1,1,0,412890025,184,1,0,0,0,0,,,,,0
412910025,1,1,0,412890025,184,1,0,0,0,0,,,,,1
412920025,1,1,0,412890025,184,1,0,0,0,0,,,,,2
412930025,1,1,0,412890025,184,1,0,0,0,0,,,,,3
413230025,1,1,0,413220025,184,1,0,0,0,0,,,,,0
413240025,1,1,0,413220025,184,1,0,0,0,0,,,,,1
413250025,1,1,0,413220025,184,1,0,0,0,0,,,,,2
413260025,1,1,0,413220025,184,1,0,0,0,0,,,,,3
413270025,1,1,0,413220025,184,1,0,0,0,0,,,,,4
413280025,1,1,0,413220025,184,1,0,0,0,0,,,,,5
413290025,1,1,0,413220025,184,1,0,0,0,0,,,,,6
413300025,1,1,0,413220025,184,1,0,0,0,0,,,,,7
413310025,1,1,0,413220025,184,1,0,0,0,0,,,,,8
413320025,1,1,0,413220025,184,1,0,0,0,0,,,,,9
413330025,1,1,0,413220025,184,1,0,0,0,0,,,,,10
413340025,1,1,0,413220025,184,1,0,0,0,0,,,,,11
413350025,1,1,0,413220025,184,1,0,0,0,0,,,,,12
413360025,1,1,0,413220025,184,1,0,0,0,0,,,,,13
413370025,1,1,0,413220025,184,1,0,0,0,0,,,,,14
413380025,1,1,0,413220025,184,1,0,0,0,0,,,,,15
413390025,1,1,0,413220025,184,1,0,0,0,0,,,,,16
413400025,1,1,0,413220025,184,1,0,0,0,0,,,,,17
413850025,1,1,0,413980025,184,1,0,0,0,0,,,,,1
413990025,1,1,0,413980025,184,1,0,0,0,0,,,,,2
414000025,1,1,0,413980025,184,1,0,0,0,0,,,,,3
414010025,1,1,0,413980025,184,1,0,0,0,0,,,,,4
414030025,1,1,0,414020025,184,1,0,0,0,0,,,,,0
414050025,1,1,0,414020025,184,1,0,0,0,0,,,,,2
414230025,1,1,0,414220025,184,1,0,0,0,0,,,,,1
414240025,1,1,0,414220025,184,1,0,0,0,0,,,,,2
414290025,1,1,0,23960025,184,1,0,0,0,0,,,,,812
416040025,1,1,0,53570025,184,1,0,0,0,0,,,,,3167
416450025,1,1,0,55180025,184,1,0,0,0,0,,,,,2
416900025,1,1,0,380700025,184,1,0,0,0,0,,,,,3
420170025,1,1,0,164250025,184,1,0,0,0,0,,,,,83
420180025,1,1,0,16640025,184,1,0,0,0,0,,,,,1
420410025,1,1,0,117710025,184,1,0,0,0,0,,,,,0
420490025,1,1,0,61460025,184,1,0,0,0,0,,,,,3791
420500025,1,1,0,30320025,184,1,0,0,0,0,,,,,1077
421350025,1,1,0,37220025,184,1,0,0,0,0,,,,,1855
421430025,1,1,0,421350025,184,1,0,0,0,0,,,,,0
421440025,1,1,0,421350025,184,1,0,0,0,0,,,,,1
421450025,1,1,0,421440025,184,1,0,0,0,0,,,,,0
421460025,1,1,0,421440025,184,1,0,0,0,0,,,,,1
421470025,1,1,0,421340025,184,1,0,0,0,0,,,,,0
421480025,1,1,0,421340025,184,1,0,0,0,0,,,,,1
421490025,1,1,0,421340025,184,1,0,0,0,0,,,,,2
421810025,1,1,0,402480025,184,1,0,0,0,0,,,,,0
421890025,1,1,0,421880025,184,1,0,0,0,0,,,,,1
422360025,1,1,0,401890025,184,1,0,0,0,0,,,,,2
422370025,1,1,0,59830025,184,1,0,0,0,0,,,,,3
425660025,1,1,0,30210025,184,1,0,0,0,0,,,,,443
426650025,1,1,0,61460025,184,1,0,0,0,0,,,,,3795
428460025,1,1,0,387570025,184,1,0,0,0,0,,,,,856
430650025,1,1,0,39080025,184,1,0,0,0,0,,,,,1
436910025,1,1,0,383180025,184,1,0,0,0,0,,,,,3
436930025,1,1,0,162650025,184,1,0,0,0,0,,,,,0
